id,タイトル,ブランド,カテゴリ,シリーズ,販売ステータス,発売日,配信開始日,価格(税込),通常価格(税込),割引中,CV,シナリオ,イラスト,ジャンル,トラック数,トラックリスト,ファイルサイズ(MB),成人向け,配信限定,新作,ステラ独占,オリジナル特典,メーカー特典,セット購入特典,フェア数,サムネイルURL
2753,先生、痛くしないでOmnibusStory　源慧史～おはようからおやすみまで～(CV：茶介)【ステラワース限定版】,Honey Mellow,シチュエーション,先生,PREORDER,2026-06-26 00:00:00,2026-06-11T15:00:00.000Z,2574,2860,True,茶介,株式会社トライファクション,水野かがり,年上 / 先輩 / 恋人 / ラブラブ / あまあま / オフィス/職場,8,慧史からの”おはよう” / 慧史と出勤 / 慧史に慰められて… / 慧史がいる家に帰宅 / 慧史とお料理 / お風呂で慧史と / 慧史と”おやすみ” / 【ステラワース特典】もしも慧史と学生生活を送っていたら,,False,True,False,False,True,False,False,1,https://api.stellaplayer.jp/media/13985/conversions/021c0efb-c32c-47fc-afb7-c8d1206c94c3-800x800_png.png
2754,先生、痛くしないでOmnibusStory　源慧史～おはようからおやすみまで～(CV：茶介),Honey Mellow,シチュエーション,先生,PREORDER,2026-06-26 00:00:00,2026-06-11T15:00:00.000Z,2530,,False,茶介,株式会社トライファクション,水野かがり,年上 / 先輩 / 恋人 / ラブラブ / あまあま / オフィス/職場,7,慧史からの”おはよう” / 慧史と出勤 / 慧史に慰められて… / 慧史がいる家に帰宅 / 慧史とお料理 / お風呂で慧史と / 慧史と”おやすみ”,,False,True,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13983/conversions/7a9cf2c6-aeff-42b1-b970-d03d5703b8f6-800x800_png.png
2752,暴漢から助けてくれたお兄さんにエロ願望を見抜かれて調教されています♡(CV：主水Ash),Another LABEL,シチュエーション,,ON_SALE,2026-05-29 00:00:00,2026-05-28T15:00:00.000Z,1980,,False,主水Ash,DANKE,芳乃カオル,セフレ,10,タイトル・クレジットコール / 大丈夫? / 逃げるなよ、可愛いドマゾちゃん / 漫画みたいに / 俺の命令は絶対、な / たまには別の場所で / 望むなら、どんなことでも / 恋とか、愛とか、好きだとか / これから先は、二人で / Casttalk,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13977/conversions/d7c7e60d-2683-421b-ac42-6616c5d536ab-800x800_png.png
2741,ばぶりーちぇんじ vol.3 献身的彼氏の熱情(CV：井伊筋肉)★特典トラック付,バニラレシピ,シチュエーション,ばぶりーちぇんじ,ON_SALE,2026-05-27 00:00:00,2026-05-20T08:00:00.000Z,2970,,False,井伊筋肉,さくら蒼,うにいくら,恋人 / あまあま / イチャイチャ / 溺愛 / 同棲/同居 / 日常,7,献身的な彼氏 / お風呂上がりの甘い時間 / 初めてのばぶちぇん / 光希の本音 / 再・ばぶちぇん / これからも二人で / 【共通特典】甘やかしオイルマッサージ,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13856/conversions/837dc1bd-3569-4534-8a4d-be4749c3843f-800x800_png.png
2744,おとなり以上、恋人未満　～激メロ営業部長・城の寵愛～(CV：茶介)【ステラワース特典SS付き】,Honey Mellow,シチュエーション,おとなり以上,ON_SALE,2026-05-29 00:00:00,2026-05-14T15:00:00.000Z,2860,,False,茶介,ゃぃょぃ,竹輪つぼみ,年上 / ラブラブ / あまあま / スパダリ / オフィス/職場,5,修羅場、見ちゃいました / 一夜の過ち / この関係に、名前をつけられる？ / ただのお隣さんに…戻れるわけない / 君だけを愛してる,,False,True,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13899/conversions/d7f9878c-047d-45d9-b8b8-aff167557a0c-800x800_png.png
2745,おとなり以上、恋人未満　～激メロ営業部長・城の寵愛～(CV：茶介),Honey Mellow,シチュエーション,おとなり以上,ON_SALE,2026-05-29 00:00:00,2026-05-14T15:00:00.000Z,2530,,False,茶介,ゃぃょぃ,竹輪つぼみ,年上 / ラブラブ / あまあま / スパダリ / オフィス/職場,5,修羅場、見ちゃいました / 一夜の過ち / この関係に、名前をつけられる？ / ただのお隣さんに…戻れるわけない / 君だけを愛してる,,False,True,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13897/conversions/f45dcfcb-1db5-4c77-b9a8-e21f98703ba6-800x800_png.png
2742,想い想われ、悟り悟られ。-軽薄×純情-(CV：土門熱),ステラワース,シチュエーション,想い想われ、悟り悟られ。,PREORDER,2026-07-17 00:00:00,2026-05-14T03:00:00.000Z,3190,,False,土門熱,葉月エリカ,小山田あたろう,年下 / 恋人,7,カフェの二階で / 香水をつけてみると……？ / ギャップへの戸惑い / 心の声を聴きながら / 嫉妬と不安 / 心の声を聴かせ合って / 【ステラワース特典】お姫様ごっこな誕生日,,False,False,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13869/conversions/c7a5e596-10a5-4bfd-a1cd-e7b2515c1158-800x800_png.png
2739,深夜残業シリーズ OMNIBUS STORY『藤木礼央　～おはようからおやすみまで～』(CV：土門熱)【ステラワース限定版】,Queen Lily,シチュエーション,深夜残業,ON_SALE,2026-05-22 00:00:00,2026-05-07T15:00:00.000Z,3080,,False,土門熱,株式会社トライファクション,,上司 / 恋人 / ラブラブ / あまあま / 同棲/同居 / スパダリ / 社長 / オフィス/職場,8,礼央からの”おはよう” / 礼央と出勤 / 礼央に慰められて… / 礼央がいる家に帰宅 / 礼央とお料理 / お風呂で礼央と / 礼央と”おやすみ” / 【ステラワース特典】もしも礼央と学生生活を送っていたら,,False,True,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13840/conversions/60d150a1-4a4b-4584-bc5c-007197098102-800x800_png.png
2740,深夜残業シリーズ OMNIBUS STORY『藤木礼央　～おはようからおやすみまで～』(CV：土門熱),Queen Lily,シチュエーション,深夜残業,ON_SALE,2026-05-22 00:00:00,2026-05-07T15:00:00.000Z,2750,,False,土門熱,株式会社トライファクション,,上司 / 恋人 / ラブラブ / あまあま / 同棲/同居 / スパダリ / 社長 / オフィス/職場,7,礼央からの”おはよう” / 礼央と出勤 / 礼央に慰められて… / 礼央がいる家に帰宅 / 礼央とお料理 / お風呂で礼央と / 礼央と”おやすみ”,,False,True,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13838/conversions/374b61f8-c90f-4ec6-8475-fef48b11b019-800x800_png.png
2729,【絶倫×耐久×ライバル同僚♡】Ｗｈｉｃｈ？(CV：冬ノ熊肉)《共通特典トラック付き》,Cranberry,シチュエーション,Ｗｈｉｃｈ？,ON_SALE,2026-05-28 00:00:00,2026-04-30T03:00:00.000Z,2970,,False,冬ノ熊肉,御門蓮,だお。,同僚 / 恋人 / ラブラブ / あまあま / オフィス/職場,10,慰労会の夜 / きっかけ / 資料室にて / 深夜残業の誘惑 / 小さな違和感 / 先輩の想い / 本音 / ふたりの『はじまり』 / グッドモーニング / 【共通特典】好奇心の赴くままに,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13729/conversions/279d30a1-7e39-46c3-a349-510101724898-800x800_png.png
2730,【巨根×独占欲×優しい先輩♡】Ｗｈｉｃｈ？(CV：五日天峰)《共通特典トラック付き》,Cranberry,シチュエーション,Ｗｈｉｃｈ？,ON_SALE,2026-05-28 00:00:00,2026-04-30T03:00:00.000Z,2970,,False,五日天峰,御門蓮,だお。,上司 / 恋人 / ラブラブ / あまあま / オフィス/職場,9,トラブル前夜 / 涙 / 募る想い / 溢れ出したもの / 揺らぎ / 衝突 / 心の奥 / ありのまま / 【共通特典】ほろ酔いの誘惑,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13749/conversions/e315aba7-cc64-41e7-ba0a-f3cb8852f877-800x800_png.png
2735,極限情態RE －Ruins excavator－(CV：テトラポット登)【ステラワース限定版】,iris quartz,シチュエーション,極限情態,ON_SALE,2026-04-27 00:00:00,2026-04-26T15:00:00.000Z,2750,,False,テトラポット登,堀川ごぼこ,湖住ふじこ,シリアス,6,Treasure 1 / Treasure 2 / Treasure 3 / Treasure 4 / Treasure 5 / 【ステラワース特典】Ruins of castle,,False,False,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13832/conversions/dbc989e4-020c-455e-a90c-714e0e8ed0d6-800x800_png.png
2736,極限情態RE －Ruins excavator－(CV：テトラポット登),iris quartz,シチュエーション,極限情態,ON_SALE,2026-04-27 00:00:00,2026-04-26T15:00:00.000Z,2420,,False,テトラポット登,堀川ごぼこ,湖住ふじこ,シリアス,5,Treasure 1 / Treasure 2 / Treasure 3 / Treasure 4 / Treasure 5,,False,False,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13826/conversions/838db6c7-1f61-4c65-871b-cc29482c5b57-800x800_png.png
2737,極限情態 −engagement−(CV：深川緑)【ステラワース限定版】,iris quartz,シチュエーション,極限情態,ON_SALE,2026-04-27 00:00:00,2026-04-26T15:00:00.000Z,2750,,False,深川緑,堀川ごぼこ,湖住ふじこ,シリアス,8,プロローグ / 戦地での再会 / 暗闇の中の嫉妬 / 悲しみに砕かれた心 / 指輪に託す未来 / ただ、あなたに会いたくて / 秘密の部屋で囁く愛 / 【ステラワース特典】あなたは運命の人,,False,False,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13836/conversions/1ebf4edc-dcba-4841-904d-4ce5d8d49b05-800x800_png.png
2738,極限情態 −engagement−(CV：深川緑),iris quartz,シチュエーション,極限情態,ON_SALE,2026-04-27 00:00:00,2026-04-26T15:00:00.000Z,2420,,False,深川緑,堀川ごぼこ,湖住ふじこ,シリアス,7,プロローグ / 戦地での再会 / 暗闇の中の嫉妬 / 悲しみに砕かれた心 / 指輪に託す未来 / ただ、あなたに会いたくて / 秘密の部屋で囁く愛,,False,False,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13834/conversions/96ecf818-eb86-435c-8d12-bd5315c263af-800x800_png.png
2720,とにかくちゅーがしたいキョウスケさん(CV：土門熱)【ステラワース限定版】,バニラレシピ,シチュエーション,とにかくちゅーがしたい○○さん,PREORDER,2026-06-24 00:00:00,2026-04-22T08:00:00.000Z,3520,,False,土門熱,株式会社トライファクション,小山田あたろう,夫/旦那 / ラブラブ / あまあま / 溺愛 / 同棲/同居 / 結婚 / 日常,6,帰宅後のぬくもり / 贅沢な幸せ / キスマークチャレンジ / くっつきたがりの旦那様 / とにかくちゅーがしたいキョウスケさん / 【ステラワース特典】温泉旅館で癒されとろとろマッサージ,,False,False,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13599/conversions/342db82a-b9aa-4f19-86b3-ac52a026a0dc-800x800_png.png
2728,Missing3 −コンビニ−(CV：五日天峰),Hd-Style,シチュエーション,Missing,ON_SALE,2026-05-01 00:00:00,2026-04-17T15:00:00.000Z,2200,,False,五日天峰,天王州亜異,よしざわ未菜子,調教,8,一日目「深夜のコンビニ」 / 二日目「欲求」 / 十日目「異変と豹変」 / 十日目「拘束」 / 十三日目「強制退職」 / 十三日目「真実」 / 十五日目「分岐エンド①心神耗弱」 / 十五日目「分岐エンド②終焉」,,False,True,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13791/conversions/99e93bf3-5013-4132-b054-d72c05349339-800x800_png.png
2726,それはささやかな恋のはじまり 綿矢翔真(CV：彩和矢)【特典ミニドラマ付】,アプリコット,シチュエーション,それはささやかな恋のはじまり,ON_SALE,2026-06-12 00:00:00,2026-04-17T02:00:00.000Z,2970,,False,彩和矢,めいみ,まいね,ラブラブ / あまあま / 日常,8,ささやかな出来事 / 真夜中の天使 / キミの夜が欲しい / stay night / 眩しすぎる嘘と世界 / stay night again / monologue & title(bonus track) / 【共通特典】アイマスクする？しない？,,False,True,True,False,False,True,False,0,https://api.stellaplayer.jp/media/13714/conversions/830cd75a-a6bf-467d-9fbf-88f678272cfe-800x800_png.png
2727,それはささやかな恋のはじまり 綿矢翔真(CV：彩和矢),アプリコット,シチュエーション,それはささやかな恋のはじまり,ON_SALE,2026-06-12 00:00:00,2026-04-17T02:00:00.000Z,2420,,False,彩和矢,めいみ,まいね,ラブラブ / あまあま / 日常,7,ささやかな出来事 / 真夜中の天使 / キミの夜が欲しい / stay night / 眩しすぎる嘘と世界 / stay night again / monologue & title(bonus track),,False,True,True,False,False,False,False,0,https://api.stellaplayer.jp/media/13712/conversions/b864c1dd-00a0-4e08-8194-209d370df622-800x800_png.png
2723,大正艶慕　～好色家の財閥令息・高遠咲久～(CV：一条ひらめ)【ステラワース限定版】,Queen Lily,シチュエーション,大正艶慕,ON_SALE,2026-04-27 00:00:00,2026-04-12T15:00:00.000Z,3190,,False,一条ひらめ,株式会社トライファクション,志水蓮,年上 / あまあま / 純愛 / 初体験 / ハイスペ / 歴史/時代物 / シリアス,6,初出勤の翻弄 / 孤独を埋める温もり / 黄昏に溶ける嘘と本音 / 絶望の淵の誓い / 愛しき人への求婚 / 【ステラワース特典】星を数えて愛を温めて＜side 高遠＞,,False,True,False,False,True,False,False,0,https://api.stellaplayer.jp/media/13705/conversions/ae48b373-082d-472d-8e09-5423bd4e1ee3-800x800_png.png
2724,大正艶慕　～好色家の財閥令息・高遠咲久～(CV：一条ひらめ),Queen Lily,シチュエーション,大正艶慕,ON_SALE,2026-04-27 00:00:00,2026-04-12T15:00:00.000Z,2860,,False,一条ひらめ,株式会社トライファクション,志水蓮,年上 / あまあま / 純愛 / 初体験 / ハイスペ / 歴史/時代物 / シリアス,5,初出勤の翻弄 / 孤独を埋める温もり / 黄昏に溶ける嘘と本音 / 絶望の淵の誓い / 愛しき人への求婚,,False,True,False,False,False,False,False,0,https://api.stellaplayer.jp/media/13703/conversions/4e828346-6ac7-4efa-8441-243f56fa59af-800x800_png.png
2725,【獣性解禁・めろめろビーム】耳元独占&妄想煽り ～好き隠し下手な穏やかお兄さんのギャップDAYS～(CV：凛星凛),棺桶L.I.P,シチュエーション,めろめろビーム,ON_SALE,2026-05-01 00:00:00,2026-04-10T07:00:00.000Z,2420,,False,凛星凛,がしゃ,羽月ころも / 住成せん,年上 / 恋人 / ラブラブ / あまあま / ほのぼの / 日常 / 同人/オトメ,40,触ってないのに、そんな顔するんだ / じゃあ本当にしたらどうなるか…教えて / 01（水音無し）_触ってないのに、そんな顔するんだ / 02（水音無し）_じゃあ本当にしたらどうなるか…教えて / 前日譚1_出会い / 前日譚2_一緒に賄いごはん待ち / 前日譚3_好きな人と一緒の帰り道 / 前日譚4_スーパーにて / 前日譚5_恋人未満のお祭りデート / 前日譚6_熒巳の部屋で一緒にごはん / 前日譚7_恋人と一緒の帰り道,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13631/conversions/fbd7dba5-385d-4a21-922e-85c8b29cd1c5-800x800_png.png
2707,抱かれたい男No.1は本命だけに振り向いてもらえない〜激重甘やかしえっちで調教されるのでスキャンダルにも動じません！?〜(CV：主水Ash),溺愛工房,シチュエーション,溺愛甘々ハッピーエンドシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,主水Ash,赤倉子,36,年上 / ラブラブ / あまあま / 純愛 / 溺愛 / スパダリ / 芸能人/役者/モデル / 同人/オトメ,14,鐘崎仁という男 / 疑惑 / 大切な君へ / 正しく深く / スキャンダルに制裁を / 新たな一面 / 【SEなし】鐘崎仁という男 / 【SEなし】疑惑 / 【SEなし】大切な君へ / 【SEなし】正しく深く / 【SEなし】スキャンダルに制裁を / 【SEなし】新たな一面 / 【300DL特典】素顔と素直 / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13505/conversions/25a65dfc-2c4c-4f2a-b467-f4424ce9c832-800x800_png.png
2708,【エンド分岐有り！！】聖女は闇堕ち勇者に処女を奪われる(CV：六条銀),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,六条銀,まるめるもこ,36,幼なじみ / 年上 / あまあま / 純愛 / 溺愛 / 初体験 / ヤンデレ / 執着 / 魔王 / ファンタジー / 同人/オトメ,15,旅の始まり、そして終わり / 崩壊した世界で愛の告白 / 愛の契り / 洗脳えっちと真実のキス / 世界よりも大切なもの / 魔王と元聖女の情事 / ハッピーエンドルート『平和な世界で愛を誓う』 / 【SEなし】旅の始まり、そして終わり / 【SEなし】崩壊した世界で愛の告白 / 【SEなし】愛の契り / 【SEなし】洗脳えっちと真実のキス / 【SEなし】世界よりも大切なもの / 【SEなし】魔王と元聖女の情事 / 【SEなし】ハッピーエンドルート『平和な世界で愛を誓う』 / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13515/conversions/95c9178d-8788-4e38-8ddc-c59a3e0fa7bd-800x800_png.png
2709,アイドル様、堕ちてきて♡〜後方彼氏面激重ヤンデレマネージャーによる〇〇性活〜(CV：三楽章),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,三楽章,まるめるもこ,蟹介,年上 / 純愛 / 溺愛 / 初体験 / ハイスペ / ヤンデレ / 執着 / 同人/オトメ,13,君だけのマネージャーさん / 君が知らない僕の顔 / 君を連れてふたりきり / 僕だけのアイドル / はじめては全部僕のもの / 君と僕だけの世界で / 【SEなし】君だけのマネージャーさん / 【SEなし】君が知らない僕の顔 / 【SEなし】君を連れてふたりきり / 【SEなし】僕だけのアイドル / 【SEなし】はじめては全部僕のもの / 【SEなし】君と僕だけの世界で / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13538/conversions/b61ca1c1-2626-46f7-845d-d2da8bdcb51f-800x800_png.png
2710,根暗引きこもりコミュ障くんの運命は貴方だけ 〜睡〇×閉じ込め×全部全部僕にちょうだい〜(CV：八神仙),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,八神仙,ねこまたみさ,蟹介,純愛 / 溺愛 / 初体験 / ヤンデレ / 執着 / 同人/オトメ,20,大好きな君の、愛し方がわからない / 君を僕だけのものにする方法 / もっともっと、おかしくなって / 不器用な告白を / 君が愛してくれるなら何度でも / 永遠にふたり、繋がれていよう / 【水音SE無し】大好きな君の、愛し方がわからない / 【水音SE無し】君を僕だけのものにする方法 / 【水音SE無し】もっともっと、おかしくなって / 【水音SE無し】不器用な告白を / 【水音SE無し】君が愛してくれるなら何度でも / 【水音SE無し】永遠にふたり、繋がれていよう / 【SEなし】大好きな君の、愛し方がわからない / 【SEなし】君を僕だけのものにする方法 / 【SEなし】もっともっと、おかしくなって / 【SEなし】不器用な告白を / 【SEなし】君が愛してくれるなら何度でも / 【SEなし】永遠にふたり、繋がれていよう / 【300DL特典】ダメダメな僕と愛おしい君 / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13547/conversions/cf38cc1f-cc22-4362-8458-cbae182b992b-800x800_png.png
2711,ヤンデレお巡りさんは今日も元気に私のストーカー〜快楽漬け×誘導尋問×両想い(???)えっち〜(CV：一条ひらめ),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,一条ひらめ,まるめるもこ,蟹介,年上 / あまあま / 純愛 / 溺愛 / 初体験 / ヤンデレ / 執着 / サスペンス / 同人/オトメ,22,お巡りさんと運命の日 / お巡りさんの告白 / お巡りさんと両想いえっち / お巡りさんの本性発覚 / お巡りさんと変態的えっち / お巡りさんと新しい日常 / 【特別編!!】お巡りさんと愛情毒毒クッキング / 【水音SE無し】お巡りさんと運命の日 / 【水音SE無し】お巡りさんの告白 / 【水音SE無し】お巡りさんと両想いえっち / 【水音SE無し】お巡りさんの本性発覚 / 【水音SE無し】お巡りさんと変態的えっち / 【水音SE無し】お巡りさんと新しい日常 / 【水音SE無し】【特別編!!】お巡りさんと愛情毒毒クッキング / 【SEなし】お巡りさんと運命の日 / 【SEなし】お巡りさんの告白 / 【SEなし】お巡りさんと両想いえっち / 【SEなし】お巡りさんの本性発覚 / 【SEなし】お巡りさんと変態的えっち / 【SEなし】お巡りさんと新しい日常 / 【SEなし】【特別編!!】お巡りさんと愛情毒毒クッキング / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13569/conversions/02f997ff-37c5-43e5-9779-34724ec3efb3-800x800_png.png
2712,【たっぷり145分!!】部下は魔王様にわからせたい～ドロドロ執愛×変態言葉責め～(CV：一条ひらめ),溺愛工房,シチュエーション,ド変態アホエロラブコメディシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,一条ひらめ,おてがるメシアの賞賛,蟹介,年上 / あまあま / 純愛 / 溺愛 / 初体験 / ヤンデレ / 執着 / ファンタジー / コメディ / 同人/オトメ,16,無能な部下にわからせたい / 必要なものをわからせたい / 相応しいものをわからせたい / これもラブだとわからせたい / 分かり合えなければいつまでも / 【水音SE無し】無能な部下にわからせたい / 【水音SE無し】必要なものをわからせたい / 【水音SE無し】相応しいものをわからせたい / 【水音SE無し】これもラブだとわからせたい / 【水音SE無し】分かり合えなければいつまでも / 【SEなし】無能な部下にわからせたい / 【SEなし】必要なものをわからせたい / 【SEなし】相応しいものをわからせたい / 【SEなし】これもラブだとわからせたい / 【SEなし】分かり合えなければいつまでも / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13579/conversions/3776facb-ec65-4684-80ac-0fbfe97d3881-800x800_png.png
2713,【ヤンデレ溺愛ヤクザさん】借金のカタにAVデビューさせられることになりました〜仕組んだのは全部オレ〜(CV：八神仙),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,八神仙,まるめるもこ,蟹介,あまあま / 純愛 / 溺愛 / 初体験 / ハイスペ / ヤンデレ / 執着 / ヤクザ/裏社会 / 同人/オトメ,19,AVデビューで借金返済 / はじめてのAVデビュー / AV撮影、2日目 / 朝食サプライズ / ふたりだけの思い出 / 癖になってしまったのはどっち？ / 【水音SE無し】AVデビューで借金返済 / 【水音SE無し】はじめてのAVデビュー / 【水音SE無し】AV撮影、2日目 / 【水音SE無し】朝食サプライズ / 【水音SE無し】ふたりだけの思い出 / 【水音SE無し】癖になってしまったのはどっち？ / 【SEなし】AVデビューで借金返済 / 【SEなし】はじめてのAVデビュー / 【SEなし】AV撮影、2日目 / 【SEなし】朝食サプライズ / 【SEなし】ふたりだけの思い出 / 【SEなし】癖になってしまったのはどっち？ / 【500DL特典】キャストトーク,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13592/conversions/8805ec43-1cc7-438e-abab-dca799c497a3-800x800_png.png
2714,【たっぷり143分!!】捨て獣人の子を拾ったら激重執着溺愛男子に成長しました〜甘々ハッピーエンド×ヤンデレメリバの分岐END〜(CV：姫咲遙),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,姫咲遙,まるめるもこ,蟹介,年下 / ラブラブ / あまあま / 純愛 / 溺愛 / 初体験 / ヤキモチ / ヤンデレ / 執着 / 獣人 / ファンタジー / 同人/オトメ,18,ルゥノとの出会い / 運命の分岐点 / 【ハッピーエンドルート】これからは恋人として / 【ハッピーエンドルート】約束の指輪 / 【ヤンデレメリーバッドエンド】渡せなかったプレゼント / 【ヤンデレメリーバッドエンド】僕だけのご主人様 / (水音SE無し)ルゥノとの出会い / (水音SE無し)運命の分岐点 / (水音SE無し)【ハッピーエンドルート】これからは恋人として / (水音SE無し)【ハッピーエンドルート】約束の指輪 / (水音SE無し)【ヤンデレメリーバッドエンド】渡せなかったプレゼント / (水音SE無し)【ヤンデレメリーバッドエンド】僕だけのご主人様 / (SE無し)ルゥノとの出会い / (SE無し)運命の分岐点 / (SE無し)【ハッピーエンドルート】これからは恋人として / (SE無し)【ハッピーエンドルート】約束の指輪 / (SE無し)【ヤンデレメリーバッドエンド】渡せなかったプレゼント / (SE無し)【ヤンデレメリーバッドエンド】僕だけのご主人様,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13613/conversions/37048b70-754b-4fac-8bdf-b29a3957a444-800x800_png.png
2715,親指姫〇〇計画〜ストーカー研究員による強制小人化×ドールハウスの日々〜(CV：乃木悠星),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,乃木悠星,まるめるもこ,蟹介,年上 / 純愛 / 溺愛 / 初体験 / ヤンデレ / 執着 / 同人/オトメ,18,はじまりの夜 / ドールハウスで目が覚めて / えっちな身体検査 / 僕のただ唯一の希望 / 君と再び交わる夜 / 永遠の鳥籠 / (水音無し)はじまりの夜 / (水音無し)ドールハウスで目が覚めて / (水音無し)えっちな身体検査 / (水音無し)僕のただ唯一の希望 / (水音無し)君と再び交わる夜 / (水音無し)永遠の鳥籠 / (SE無し)はじまりの夜 / (SE無し)ドールハウスで目が覚めて / (SE無し)えっちな身体検査 / (SE無し)僕のただ唯一の希望 / (SE無し)君と再び交わる夜 / (SE無し)永遠の鳥籠,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13685/conversions/285a1d18-a8be-4f17-b04b-5ef5bf02561c-800x800_png.png
2716,【ド変態アホエロラブコメディ】あなたの事が好き過ぎる変態わんこ君は毎日オ〇ニー報告をしてくる(CV：一条ひらめ),溺愛工房,シチュエーション,ド変態アホエロラブコメディシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1980,,False,一条ひらめ,まるめるもこ,蟹介,年下 / 後輩 / ラブラブ / あまあま / 純愛 / 溺愛 / 執着 / コメディ / 同人/オトメ,12,「先輩っ!昨日は先輩のナース姿を妄想して5回オナニーしましたよぉ!」 / 「ぜんばい〜〜げっごんじでぐだざいよ〜〜〜!!」 / 「冗談なんかじゃないですよ」 / 「俺たち両想いになったんですね」 / 「ねえ先輩、今夜も…よかったら家に来ませんか」 / 甘々ラブホデート編 / (SE無し)「先輩っ!昨日は先輩のナース姿を妄想して5回オナニーしましたよぉ!」 / (SE無し)「ぜんばい〜〜げっごんじでぐだざいよ〜〜〜!!」 / (SE無し)「冗談なんかじゃないですよ」 / (SE無し)「俺たち両想いになったんですね」 / (SE無し)「ねえ先輩、今夜も…よかったら家に来ませんか」 / (SE無し)甘々ラブホデート編,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13696/conversions/02f18819-e654-49b2-803a-2457c0631abc-800x800_png.png
2717,溺愛綾斗さんは逃げた貴方を快楽地獄に捕まえる(CV：一条ひらめ),溺愛工房,シチュエーション,溺愛ヤンデレシリーズ,ON_SALE,2026-04-10 00:00:00,2026-04-09T15:00:00.000Z,1540,,False,一条ひらめ,まるめるもこ,蟹介,年上 / 純愛 / 溺愛 / 初体験 / ハイスペ / スパダリ / ヤンデレ / 執着 / 社長 / 同人/オトメ,12,甘々溺愛監禁生活えっち / 仕組まれた脱出 / 「おかえり、逃がさないよ」 / 本当の出会い / ふたりだけの世界 / 本条綾斗のとある一日 / (SE無し)甘々溺愛監禁生活えっち / (SE無し)仕組まれた脱出 / (SE無し)「おかえり、逃がさないよ」 / (SE無し)本当の出会い / (SE無し)ふたりだけの世界 / (SE無し)本条綾斗のとある一日,,False,True,False,False,False,True,False,0,https://api.stellaplayer.jp/media/13677/conversions/0311074f-60a0-49f5-bbea-3a1e4cbdfcdf-800x800_png.png
